Battery_ID,Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
B08782,967,4.1,2.59,28.4,73.6,39.62,79.15
B08783,1102,3.53,4.81,33.5,72.6,38.4,75.47
B08784,1089,3.56,2.12,48.6,76.2,38.31,75.37
B08785,444,4.1,2.25,32.8,47.4,45.86,90.05
B08786,678,3.79,4.67,28.0,60.3,43.51,85.49
B08787,137,3.85,2.67,48.7,34.5,48.64,95.08
B08788,920,3.5,1.86,38.8,69.0,40.0,79.01
B08789,70,3.37,1.07,23.3,32.0,49.47,97.05
B08790,1120,3.51,4.09,25.2,74.5,39.65,78.43
B08791,964,3.93,4.15,23.0,69.2,41.06,79.7
B08792,690,3.33,2.35,38.0,59.0,44.07,85.15
B08793,741,3.77,0.6,21.9,54.8,42.97,86.37
B08794,684,4.2,2.26,22.4,59.8,43.62,87.97
B08795,679,4.16,1.45,27.6,58.3,44.2,88.0
B08796,1249,3.91,4.11,46.7,81.2,37.12,71.67
B08797,528,3.8,2.71,29.8,56.1,44.96,87.1
B08798,1543,4.08,4.3,29.2,93.7,33.9,68.48
B08799,233,3.51,2.7,29.8,42.1,47.64,95.92
B08800,1944,3.77,4.64,31.7,104.6,31.16,59.34
B08801,1291,3.22,4.26,33.3,82.5,36.81,71.35
B08802,1173,3.64,1.68,49.9,78.2,37.46,71.99
B08803,1190,3.42,2.58,45.3,80.5,37.38,72.82
B08804,1039,3.83,3.8,23.6,73.8,38.74,81.27
B08805,1811,3.71,1.18,41.9,103.8,32.32,60.63
B08806,1733,3.87,3.52,49.8,104.2,33.5,60.43
B08807,884,3.45,3.46,39.6,64.3,41.42,78.57
B08808,1845,3.35,3.88,34.4,101.5,32.17,61.41
B08809,584,3.66,1.22,22.8,49.5,43.38,86.77
B08810,1413,3.39,4.61,40.8,88.3,36.72,69.56
B08811,1283,3.76,3.73,38.8,80.9,37.25,72.45
B08812,549,4.15,2.62,40.2,52.5,45.48,87.57
B08813,1492,3.4,3.16,20.4,94.1,34.16,70.57
B08814,1313,4.13,4.1,23.1,86.4,37.19,74.19
B08815,238,4.07,0.86,49.1,41.4,48.34,91.72
B08816,246,4.19,2.2,23.5,35.8,47.0,94.17
B08817,819,3.24,0.87,27.6,62.2,41.68,81.9
B08818,547,3.38,3.0,41.3,48.4,44.69,84.85
B08819,1020,3.74,0.98,36.3,72.4,39.46,78.06
B08820,877,3.88,0.8,37.1,69.0,40.91,79.05
B08821,291,4.08,1.19,31.9,38.8,47.49,92.25
B08822,1520,3.8,3.8,29.0,86.8,35.08,70.41
B08823,1750,3.55,3.32,36.6,96.9,31.83,64.36
B08824,194,3.83,1.52,29.2,38.3,47.17,95.58
B08825,1472,3.62,1.84,34.8,88.4,34.85,69.26
B08826,1272,4.16,2.05,20.3,80.8,37.39,77.16
B08827,133,3.58,1.56,46.9,32.5,49.53,92.35
B08828,890,3.97,4.78,28.6,63.2,41.83,79.82
B08829,1606,3.2,4.12,29.7,91.6,33.07,67.26
B08830,917,4.13,1.21,44.9,62.6,41.28,78.34
B08831,1376,3.38,1.75,38.9,80.9,36.75,70.99
B08832,1919,3.78,3.52,41.0,107.6,31.1,57.39
B08833,1551,3.52,0.72,23.2,93.7,34.31,70.95
B08834,752,4.12,0.62,30.8,60.2,43.21,85.37
B08835,1307,3.86,3.82,21.9,85.7,36.47,74.41
B08836,1636,3.64,4.47,40.1,92.2,33.3,64.91
B08837,879,4.08,3.64,31.9,68.6,40.97,82.35
B08838,1923,3.61,1.17,38.1,102.3,30.54,58.8
B08839,1555,3.56,2.08,49.0,95.9,35.24,66.4
B08840,796,3.46,3.2,33.0,59.3,43.0,83.13
B08841,1410,4.09,3.3,47.6,83.6,35.75,67.46
B08842,1937,3.65,2.71,41.7,103.8,30.58,57.09
B08843,172,3.99,4.62,21.6,35.0,48.82,97.52
B08844,120,4.18,4.99,37.0,36.3,48.21,97.5
B08845,591,3.45,3.7,24.5,49.5,43.22,87.93
B08846,708,3.24,4.88,48.3,59.2,42.24,84.27
B08847,830,3.44,4.59,48.0,66.6,42.23,80.89
B08848,1644,3.27,2.01,48.7,97.1,34.36,62.81
B08849,1057,3.47,3.33,35.7,71.2,39.78,76.36
B08850,1409,3.48,3.19,22.7,83.3,35.67,73.27
B08851,1464,4.17,0.88,48.3,85.6,34.62,69.01
B08852,542,3.59,4.92,48.8,55.1,45.4,84.91
B08853,339,3.7,4.6,24.2,46.0,46.12,94.97
B08854,816,4.12,2.42,34.4,63.0,40.89,81.73
B08855,1902,3.24,0.72,35.0,110.5,31.38,60.79
B08856,1192,3.59,3.61,28.6,76.5,37.86,76.52
B08857,992,3.65,2.17,41.5,66.0,39.89,79.1
B08858,799,3.69,2.97,36.6,63.9,41.97,83.93
B08859,368,4.13,3.35,30.7,46.6,46.05,92.76
B08860,108,3.35,2.84,42.5,31.4,49.8,94.63
B08861,1377,3.65,0.59,41.5,89.3,37.09,68.59
B08862,1239,3.3,3.35,34.8,84.1,36.63,72.38
B08863,1209,3.63,1.63,41.8,80.6,37.89,72.81
B08864,341,3.32,0.76,44.2,48.5,46.06,90.99
B08865,1621,4.01,2.65,39.2,92.4,33.15,65.85
B08866,689,3.41,2.93,28.4,59.2,43.8,84.84
B08867,953,3.82,3.0,47.1,64.0,40.97,76.45
B08868,882,4.0,4.77,26.4,68.9,40.59,83.33
B08869,23,3.44,3.42,48.8,30.8,50.44,97.47
B08870,5,3.48,2.61,31.8,34.5,49.67,100.0
B08871,1338,3.52,4.83,30.2,80.7,37.04,70.57
B08872,121,3.64,2.91,36.8,33.1,48.89,96.93
B08873,679,3.61,4.02,30.7,54.0,43.77,84.95
B08874,1040,3.76,4.14,38.6,67.5,39.39,76.89
B08875,105,3.9,2.2,28.1,30.7,48.55,97.91
B08876,1750,4.02,4.07,32.8,95.3,32.29,64.38
B08877,1278,4.16,4.97,47.1,77.5,37.06,69.29
B08878,797,3.64,2.06,43.9,62.0,42.89,81.47
B08879,1432,4.04,1.84,37.6,91.0,36.33,70.31
B08880,1537,3.86,2.8,37.3,94.2,34.23,67.58
B08881,685,3.25,4.25,34.4,61.2,43.9,86.61
B08882,866,3.57,3.58,27.4,66.7,41.76,81.01
B08883,1415,3.57,4.56,44.6,86.1,35.72,67.1
B08884,721,3.91,0.98,29.8,57.1,42.65,86.82
B08885,1299,3.95,1.73,35.0,84.2,37.68,72.98
B08886,160,4.04,1.1,24.6,39.5,47.66,98.21
B08887,451,3.45,3.09,21.8,50.4,45.03,91.88
B08888,759,3.56,3.83,24.6,57.6,43.14,84.23
B08889,1083,3.26,0.83,43.3,76.6,39.58,73.96
B08890,1462,3.66,3.55,37.3,90.4,35.45,67.41
B08891,1234,3.65,0.73,40.6,79.6,38.38,73.74
B08892,502,3.42,4.11,26.2,46.7,44.93,89.34
B08893,558,3.63,2.69,49.9,47.8,44.62,86.2
B08894,1610,4.15,0.89,40.6,95.6,34.43,63.66
B08895,1860,3.68,0.63,33.8,100.5,32.12,61.67
B08896,238,3.29,2.23,26.0,42.0,47.36,94.09
B08897,1107,3.22,0.56,46.9,76.1,38.53,72.58
B08898,1505,3.77,4.18,44.8,90.6,35.54,66.04
B08899,675,3.99,3.34,45.7,58.1,43.63,83.46
B08900,697,3.85,0.75,32.4,60.2,42.5,86.8
B08901,158,4.06,1.36,33.2,39.0,47.93,96.49
B08902,1564,3.89,1.45,32.8,89.1,35.11,66.07
B08903,1723,3.28,4.49,26.6,103.7,32.15,67.13
B08904,381,3.47,2.3,20.3,44.3,45.77,94.86
B08905,725,3.83,3.33,22.8,58.9,43.29,87.81
B08906,651,3.93,3.59,36.8,59.3,43.11,83.37
B08907,1566,3.27,1.66,31.5,92.6,34.38,66.89
B08908,680,4.19,3.76,33.5,57.1,43.47,83.99
B08909,509,4.03,3.41,42.3,51.5,44.0,88.96
B08910,1293,3.42,3.8,31.1,81.5,37.89,75.16
B08911,843,4.07,1.81,26.2,61.3,40.61,82.77
B08912,113,3.64,2.09,38.6,32.8,49.09,95.06
B08913,1869,3.83,3.86,44.0,108.0,32.21,61.4
B08914,1920,3.86,3.89,32.1,110.9,30.4,60.27
B08915,1723,3.28,3.13,27.2,99.7,33.72,66.79
B08916,343,3.39,3.41,24.5,45.9,46.33,94.82
B08917,205,3.45,1.3,46.2,40.1,46.96,94.2
B08918,950,3.55,2.57,29.5,72.9,40.34,80.97
B08919,704,4.11,3.66,45.8,54.4,43.34,81.94
B08920,608,4.02,1.68,36.7,52.0,43.5,86.81
B08921,1371,4.11,0.62,30.8,79.9,36.86,72.32
B08922,284,3.39,2.19,34.5,36.9,47.52,92.87
B08923,652,3.28,0.66,43.8,54.0,43.64,82.89
B08924,1158,3.65,1.18,27.8,75.2,38.16,76.16
B08925,1518,3.36,3.05,25.2,91.8,35.58,68.14
B08926,569,3.22,1.52,41.7,49.2,44.43,84.93
B08927,1018,3.73,3.71,44.5,70.8,38.93,75.59
B08928,1980,3.31,2.16,41.4,104.9,29.91,56.24
B08929,1218,3.39,1.51,21.6,78.6,37.44,75.3
B08930,1109,3.42,2.63,33.5,69.7,39.61,76.83
B08931,550,4.1,4.96,49.0,54.8,44.65,86.79
B08932,1987,4.1,4.28,45.3,108.1,31.05,59.09
B08933,994,3.89,1.47,39.6,66.2,39.9,76.83
B08934,1745,3.32,4.3,23.4,96.8,33.02,65.45
B08935,711,3.72,3.52,34.7,61.6,43.43,84.99
B08936,1623,3.73,2.83,38.5,92.5,34.72,66.17
B08937,1767,3.37,2.04,25.3,96.0,32.54,65.08
B08938,986,3.55,0.97,49.2,69.8,39.49,77.98
B08939,1195,3.65,2.8,40.4,80.1,38.94,74.15
B08940,295,3.51,2.02,48.4,39.7,47.05,88.96
B08941,333,3.41,4.09,49.0,42.2,47.22,88.14
B08942,1105,3.86,4.81,28.4,76.3,38.72,78.45
B08943,906,3.95,0.67,47.0,64.8,41.61,78.19
B08944,1731,3.47,4.98,32.0,97.9,32.05,62.37
B08945,1830,3.78,1.79,32.8,98.3,31.31,63.82
B08946,1483,3.9,2.6,40.4,87.9,35.95,67.22
B08947,1209,3.68,2.21,37.3,83.2,37.63,72.15
B08948,301,4.02,1.28,47.9,41.4,47.35,92.37
B08949,925,3.77,1.92,24.1,63.6,41.16,80.35
B08950,1926,3.41,1.93,45.1,105.6,31.4,58.05
B08951,1057,3.31,1.96,25.9,75.4,38.98,80.71
B08952,1133,3.9,3.99,30.9,80.3,38.87,77.67
B08953,1855,3.64,3.98,28.3,103.1,30.87,61.48
B08954,205,3.51,1.15,27.5,39.5,48.13,97.24
B08955,79,3.79,2.75,33.0,36.2,49.36,96.75
B08956,321,4.01,2.39,21.1,46.1,45.89,93.71
B08957,1139,4.07,1.81,26.5,73.9,39.47,75.0
B08958,401,3.22,1.67,44.2,44.7,45.32,87.58
B08959,1213,4.08,3.81,38.7,74.7,37.27,73.63
B08960,39,3.4,2.49,32.6,36.2,49.73,98.18
B08961,137,3.51,2.26,44.8,37.6,48.72,95.0
B08962,43,3.62,3.47,32.5,32.4,49.75,96.57
B08963,1947,3.54,0.82,25.1,106.1,29.78,59.47
B08964,1232,4.02,1.1,47.4,81.7,37.06,71.41
B08965,1268,3.22,4.06,37.4,76.3,38.07,71.94
B08966,1582,3.75,1.29,38.3,93.2,34.95,68.01
B08967,1367,3.66,2.37,40.4,81.8,37.19,70.48
B08968,42,3.92,3.14,42.5,31.4,49.88,98.2
B08969,1597,3.91,1.25,29.2,95.8,34.58,69.25
B08970,1703,4.11,3.47,26.2,96.7,32.82,67.54
B08971,1619,3.39,3.46,34.9,94.5,34.25,64.91
B08972,850,4.05,3.13,44.9,60.6,41.97,78.08
B08973,1403,3.36,1.08,27.5,85.2,36.69,73.35
B08974,1599,3.45,2.05,35.4,89.5,34.42,66.89
B08975,618,3.69,2.35,37.6,57.8,44.23,85.5
B08976,1335,4.08,0.64,40.3,85.5,37.49,69.67
B08977,540,3.65,2.62,30.4,51.8,44.06,88.51
B08978,1516,3.33,2.24,41.0,92.2,35.02,69.11
B08979,1943,3.38,2.87,41.7,111.7,30.85,60.01
B08980,37,3.95,2.89,29.9,28.9,49.23,98.33
B08981,1088,3.65,2.52,29.1,72.4,39.36,76.81
B08982,768,3.55,1.25,33.1,63.6,41.4,82.73
B08983,1221,3.3,2.1,41.2,81.4,37.81,74.94
B08984,775,4.1,3.74,37.0,64.5,42.46,81.23
B08985,1350,3.85,3.86,25.2,87.4,36.11,74.84
B08986,254,3.28,3.48,33.9,35.7,46.74,94.4
B08987,1377,3.91,4.13,37.8,88.3,36.42,71.7
B08988,1559,3.44,1.37,40.7,91.8,35.28,64.99
B08989,1531,3.25,1.3,45.9,92.9,34.96,68.05
B08990,1844,3.71,3.34,29.2,104.9,30.96,63.56
B08991,1781,3.22,1.0,20.3,99.3,33.1,63.67
B08992,683,3.84,1.88,35.0,55.7,43.65,83.22
B08993,1095,4.16,4.7,40.9,78.1,38.55,74.18
B08994,1014,3.95,1.44,42.4,69.9,40.41,76.17
B08995,395,3.44,0.92,25.5,45.2,46.45,93.47
B08996,443,3.38,3.74,45.8,48.1,45.61,87.49
B08997,1,3.37,3.47,22.7,25.5,50.22,100.0
B08998,1749,3.74,2.54,38.7,101.6,32.56,62.02
B08999,1299,4.19,2.61,21.9,81.0,36.73,76.06
B09000,938,3.68,1.45,21.0,67.2,40.47,83.13
B09001,532,3.27,4.48,48.0,48.7,44.78,87.1
B09002,1126,3.65,4.95,49.2,74.0,38.21,73.78
B09003,1951,3.63,0.66,40.4,108.3,30.78,59.0
B09004,686,3.48,4.82,27.6,61.5,42.9,86.56
B09005,41,3.69,3.01,29.9,28.0,48.92,98.92
B09006,642,3.97,2.28,43.3,52.7,44.5,83.21
B09007,1685,3.79,2.38,38.4,93.2,32.56,63.02
B09008,280,4.13,2.92,41.0,46.1,47.16,93.1
B09009,997,3.55,3.26,44.7,72.5,39.38,77.17
B09010,1303,3.47,3.75,42.8,77.4,36.63,72.13
B09011,1084,3.35,1.92,24.2,77.5,39.32,78.47
B09012,484,3.35,1.4,41.0,48.3,44.53,88.56
B09013,879,3.56,4.48,21.8,68.1,40.7,83.75
B09014,275,3.96,1.6,33.4,39.4,47.42,92.01
B09015,407,3.49,2.17,23.4,43.5,45.04,91.71
B09016,1105,3.3,2.68,31.0,72.4,38.96,75.48
B09017,1975,4.06,4.12,39.2,105.5,30.07,56.64
B09018,819,4.09,3.45,20.4,66.9,41.61,82.71
B09019,96,3.53,1.32,48.5,29.5,50.01,92.73
B09020,1934,3.48,3.9,23.8,109.9,30.34,61.45
B09021,1073,3.51,4.04,23.7,69.7,39.28,79.58
B09022,480,3.76,4.21,23.5,49.2,45.89,90.38
B09023,939,3.54,3.22,30.2,70.2,40.12,79.76
B09024,303,3.99,3.89,33.9,38.4,46.59,91.08
B09025,636,3.25,1.64,47.2,55.8,44.27,84.25
B09026,1696,4.17,3.94,27.6,98.6,33.9,67.09
B09027,1485,4.12,2.57,25.9,84.6,34.34,69.83
B09028,259,3.5,4.31,35.0,39.1,46.53,91.62
B09029,856,4.02,2.47,25.1,61.0,41.84,82.99
B09030,673,4.17,0.84,43.0,57.4,42.4,85.59
B09031,190,3.27,3.39,46.3,40.0,48.98,91.67
B09032,1717,3.5,3.16,36.5,97.2,32.9,62.73
B09033,160,3.25,2.39,20.9,38.8,48.58,98.45
B09034,1562,4.18,2.78,23.7,88.6,34.05,70.73
B09035,400,4.14,3.72,37.4,43.5,46.45,91.27
B09036,1471,3.97,1.21,26.3,87.2,35.43,69.57
B09037,671,3.78,4.97,49.2,59.3,44.03,84.03
B09038,1300,4.12,4.72,33.1,86.3,36.12,73.83
B09039,447,3.3,2.37,34.4,50.7,45.24,89.08
B09040,940,4.19,4.69,22.4,65.8,40.6,80.8
B09041,1296,3.91,3.06,45.7,85.1,37.72,71.7
B09042,1115,3.67,1.3,22.8,70.0,39.05,76.48
B09043,916,3.95,4.46,28.4,70.0,41.54,79.92
B09044,1453,4.09,4.8,30.5,84.1,36.27,69.2
B09045,968,3.36,3.55,40.7,69.2,40.26,76.67
B09046,1163,3.68,4.02,37.8,76.7,38.78,75.79
B09047,673,3.6,1.92,49.2,58.8,42.52,81.19
B09048,1765,3.44,0.73,46.7,101.2,33.07,63.17
B09049,1199,3.94,3.26,35.2,75.2,38.58,74.63
B09050,1382,3.36,1.64,34.7,82.8,36.71,71.2
B09051,286,3.82,0.9,47.7,38.1,46.19,90.92
B09052,50,3.98,3.81,36.0,34.1,49.84,97.86
B09053,1225,3.71,4.93,49.5,83.5,37.88,71.23
B09054,749,3.84,2.02,35.5,58.6,42.27,82.35
B09055,1857,3.89,3.64,45.5,108.4,31.3,58.02
B09056,1551,3.4,3.77,37.6,90.6,34.02,66.52
B09057,1603,3.91,1.91,27.9,96.5,34.53,65.71
B09058,1899,3.27,0.74,29.4,108.6,30.19,63.08
B09059,1705,3.93,2.88,23.7,93.8,33.77,65.28
B09060,669,3.36,4.29,24.6,52.9,43.27,85.83
B09061,948,4.12,4.69,34.1,63.4,39.97,80.69
B09062,1484,3.21,1.16,26.1,84.5,35.32,69.81
B09063,197,3.87,1.05,34.6,36.9,48.77,95.7
B09064,86,3.55,4.07,49.2,29.5,49.42,92.92
B09065,693,3.82,0.87,35.7,58.8,43.79,83.94
B09066,459,3.72,4.63,48.6,52.8,46.16,88.4
B09067,589,3.74,2.98,29.5,55.5,44.45,86.02
B09068,667,3.69,3.36,42.1,53.9,43.95,85.87
B09069,1132,3.29,1.03,30.0,72.9,39.62,75.02
B09070,1335,3.7,3.38,35.8,86.1,36.82,69.84
B09071,1738,3.26,1.1,36.2,95.7,32.41,62.01
B09072,835,4.08,3.35,47.7,68.0,41.08,78.84
B09073,1668,3.27,2.96,33.9,94.6,33.06,66.74
B09074,1885,3.55,4.3,22.3,105.8,31.07,62.73
B09075,673,3.37,1.37,44.7,54.6,42.33,85.25
B09076,1027,3.93,2.81,26.1,70.1,40.12,79.91
B09077,1547,4.01,2.54,20.1,96.3,34.99,70.06
B09078,141,4.18,0.78,24.6,35.4,49.11,97.57
B09079,1826,3.36,0.57,43.7,103.5,32.15,59.72
B09080,1927,3.9,1.47,26.5,107.9,29.97,62.9
B09081,844,3.69,4.07,46.1,64.5,40.7,78.32
B09082,611,3.29,1.41,23.7,53.9,43.35,88.43
B09083,1433,4.02,2.73,23.5,84.8,36.12,73.06
B09084,1308,3.84,2.66,33.3,77.6,36.84,72.67
B09085,1199,3.69,2.3,47.7,80.2,38.82,73.8
B09086,484,3.69,1.42,30.9,52.1,45.27,89.68
B09087,1154,3.64,1.22,42.7,77.3,39.38,73.1
B09088,698,3.23,4.18,20.3,62.5,42.63,87.24
B09089,1090,3.46,3.68,44.6,73.8,39.81,76.63
B09090,45,4.2,3.86,33.3,28.7,49.08,99.01
B09091,1653,3.54,1.72,25.1,91.8,33.28,67.01
B09092,926,3.82,2.4,27.6,70.1,41.13,81.84
B09093,1816,3.65,3.14,43.9,98.9,31.5,60.6
B09094,681,3.55,2.72,29.9,55.7,43.07,84.86
B09095,1811,3.67,3.77,23.7,106.8,31.8,62.3
B09096,996,3.32,4.57,31.4,72.4,40.75,80.19
B09097,1016,4.12,4.18,38.0,72.9,39.46,79.69
B09098,209,3.29,4.41,41.4,43.2,47.02,94.79
B09099,1490,3.33,4.57,49.4,86.1,34.41,65.3
B09100,345,3.97,1.56,34.4,43.2,46.42,91.22
B09101,1262,3.38,4.13,33.8,83.4,36.47,73.22
B09102,620,3.87,1.5,37.1,57.7,44.29,85.91
B09103,567,3.93,1.04,38.3,52.1,43.61,84.99
B09104,164,3.42,1.1,22.1,33.8,49.3,99.11
B09105,1861,4.15,4.08,30.8,99.8,30.57,61.7
B09106,1416,3.48,2.4,30.9,83.8,35.82,71.21
B09107,1402,3.34,2.08,32.7,88.2,35.3,69.97
B09108,339,3.78,2.09,47.8,43.3,45.62,88.5
B09109,150,3.67,2.49,45.1,39.3,48.49,92.41
B09110,302,3.36,2.51,40.7,38.0,47.57,89.65
B09111,1161,4.09,1.02,25.7,77.8,38.97,74.99
B09112,3,3.87,3.77,26.3,32.0,50.87,100.0
B09113,1865,3.88,3.74,47.2,105.6,31.12,58.13
B09114,180,3.87,0.68,25.5,36.1,48.9,97.49
B09115,1887,3.45,4.39,24.5,108.0,31.47,62.52
B09116,107,3.72,1.77,20.1,37.6,48.99,97.87
B09117,1882,4.08,3.16,47.9,108.6,31.98,58.51
B09118,1875,3.78,4.17,43.6,106.1,32.14,61.62
B09119,1366,4.11,1.15,29.1,85.5,36.11,72.5
B09120,1693,3.69,3.74,26.6,95.0,33.06,67.14
B09121,22,3.89,1.04,20.8,33.5,50.11,99.78
B09122,779,3.51,3.08,47.2,63.0,42.31,79.54
B09123,1492,3.51,0.84,25.3,90.4,35.37,70.5
B09124,837,3.45,2.38,20.8,65.8,42.28,83.0
B09125,1438,3.5,4.77,41.2,86.1,35.34,67.86
B09126,800,4.18,3.8,31.1,58.3,41.89,83.85
B09127,547,4.14,1.99,28.8,55.3,44.29,86.63
B09128,1674,3.51,1.18,21.9,92.6,34.15,65.3
B09129,400,4.15,2.29,27.7,47.4,46.53,90.35
B09130,1431,3.73,0.93,28.4,90.7,36.62,69.18
B09131,1014,4.07,2.95,44.9,72.2,40.81,75.44
B09132,482,3.46,0.57,46.2,48.8,45.82,89.05
B09133,347,3.32,3.33,34.0,43.2,46.84,91.88
B09134,1925,3.55,0.9,32.0,103.2,30.64,62.11
B09135,1299,3.64,0.67,47.3,86.5,37.58,72.08
B09136,643,3.28,3.53,27.7,51.8,42.74,88.2
B09137,1561,3.78,4.96,35.2,93.2,34.01,68.37
B09138,1201,4.11,4.28,30.0,82.3,37.78,73.59
B09139,639,3.86,1.23,35.5,50.8,42.81,84.83
B09140,1636,3.79,2.24,44.7,94.1,33.92,64.35
B09141,700,3.87,3.21,33.9,55.1,43.3,82.69
B09142,1159,3.78,4.32,47.7,76.3,38.38,74.37
B09143,1789,3.5,0.89,48.2,101.5,32.49,61.46
B09144,26,3.38,3.68,39.4,27.2,48.89,95.93
B09145,1132,3.32,2.74,20.1,76.2,38.95,78.63
B09146,1494,3.52,1.51,39.8,92.0,34.3,69.09
B09147,860,3.76,2.21,40.4,60.3,40.73,81.6
B09148,62,3.72,2.45,45.8,31.8,49.17,93.65
B09149,1109,4.18,3.88,43.4,72.6,39.4,73.33
B09150,1086,3.86,1.86,46.8,75.5,39.1,73.58
B09151,806,3.9,4.7,40.0,59.3,41.27,82.57
B09152,180,4.06,3.23,38.6,33.6,47.35,94.52
B09153,1672,3.44,4.21,33.6,99.5,34.04,66.84
B09154,1950,3.66,1.26,47.0,104.3,29.85,56.85
B09155,802,3.93,3.73,22.0,66.6,42.03,84.82
B09156,1579,4.1,4.72,21.2,96.5,33.67,69.83
B09157,332,3.52,2.15,43.7,44.8,47.67,88.68
B09158,1045,3.61,4.62,22.9,72.4,39.57,80.11
B09159,424,3.3,1.54,48.5,46.8,46.07,86.89
B09160,26,3.72,2.96,37.9,35.7,49.53,96.62
B09161,1393,3.95,2.45,34.8,90.2,35.21,71.33
B09162,423,3.77,3.08,39.8,43.0,46.32,89.32
B09163,346,3.3,3.8,43.8,48.6,45.89,90.22
B09164,421,4.05,2.13,31.5,43.0,45.06,90.06
B09165,607,3.74,0.52,46.8,54.8,43.16,85.67
B09166,795,3.35,3.11,44.1,65.0,42.67,81.57
B09167,48,4.0,0.91,35.2,29.1,50.44,95.98
B09168,925,4.08,1.09,34.1,67.5,40.0,79.54
B09169,1407,3.51,3.85,25.6,82.8,36.52,71.86
B09170,613,3.46,3.89,35.8,51.0,43.31,86.56
B09171,383,3.39,3.77,42.8,44.2,46.93,87.72
B09172,190,4.13,4.78,24.5,34.5,47.14,96.72
B09173,1687,3.37,1.09,39.6,92.5,33.74,65.3
B09174,1938,4.13,1.18,39.5,102.7,30.71,59.6
B09175,523,3.62,4.88,35.2,47.3,45.58,87.92
B09176,927,3.3,4.93,28.8,62.7,41.68,82.6
B09177,1233,3.72,3.37,40.1,77.3,37.83,71.29
B09178,78,3.93,3.97,30.2,36.2,50.11,96.11
B09179,836,4.14,3.78,27.1,60.3,42.04,84.85
B09180,1094,4.01,4.91,44.1,69.8,40.0,74.52
B09181,62,4.12,4.07,40.3,36.6,50.26,97.09
B09182,1890,3.37,0.62,30.0,109.3,31.15,62.19
B09183,55,3.48,2.36,34.7,36.7,48.88,97.68
B09184,692,3.23,3.71,33.6,53.0,43.72,85.61
B09185,1737,3.33,0.55,43.6,102.9,32.53,62.23
B09186,1447,3.39,2.38,22.2,91.8,36.38,73.11
B09187,1862,3.32,1.92,27.1,103.0,32.19,61.97
B09188,406,3.24,1.25,21.5,47.5,46.34,90.61
B09189,1074,3.98,0.99,20.1,69.1,38.4,77.36
B09190,1496,3.83,4.81,42.2,89.9,35.61,68.43
B09191,949,4.15,3.6,20.3,66.5,41.3,80.28
B09192,1800,3.25,3.86,21.4,102.6,31.96,62.61
B09193,1435,3.88,0.59,37.3,91.4,36.18,68.96
B09194,1286,3.89,1.0,31.8,85.7,37.11,74.72
B09195,1136,3.48,3.82,47.7,78.3,39.11,72.79
B09196,405,3.99,2.55,30.9,49.8,45.25,91.15
B09197,1044,3.37,4.07,30.1,69.4,39.4,78.93
B09198,1883,3.74,1.61,26.7,107.1,30.89,62.05
B09199,968,3.22,0.63,48.4,69.6,39.64,75.5
B09200,1995,3.79,2.65,34.8,109.0,29.07,60.4
B09201,955,3.25,0.69,33.7,69.3,41.16,78.93
B09202,1600,3.58,4.32,39.8,94.1,33.53,65.28
B09203,1515,3.44,2.22,27.7,94.1,35.77,67.41
B09204,1721,3.63,1.78,39.5,94.8,32.82,64.42
B09205,381,4.06,3.6,38.5,42.3,46.88,90.13
B09206,1630,3.72,0.59,36.8,95.5,34.39,65.54
B09207,1040,3.74,1.76,32.6,73.5,40.53,78.51
B09208,1033,3.5,1.77,41.4,72.9,40.67,78.81
B09209,335,3.33,4.98,41.1,47.9,46.36,91.46
B09210,1328,4.01,3.83,24.1,84.0,36.81,75.42
B09211,439,3.37,2.26,40.4,44.1,46.44,87.67
B09212,1240,3.88,3.14,44.6,84.0,37.71,73.36
B09213,242,3.57,0.65,22.6,40.1,47.49,94.39
B09214,445,4.12,0.99,36.3,49.3,45.4,89.68
B09215,1010,4.14,1.58,42.2,70.9,40.84,77.01
B09216,498,4.1,2.76,33.2,51.6,45.56,90.61
B09217,1708,3.73,3.59,29.2,102.9,33.7,67.02
B09218,30,4.18,4.38,45.3,30.4,48.74,94.63
B09219,174,3.51,4.39,35.9,41.0,48.65,96.53
B09220,1385,3.63,1.74,39.9,80.5,35.67,71.02
B09221,1351,3.53,3.27,41.1,80.9,37.43,70.56
B09222,14,3.3,1.9,38.3,31.4,49.5,95.97
B09223,205,4.17,4.13,41.2,34.8,48.13,94.15
B09224,1898,3.6,1.98,27.2,109.1,31.57,61.81
B09225,754,3.35,0.75,28.7,60.4,43.26,82.69
B09226,1192,3.47,2.96,49.7,80.4,37.96,71.66
B09227,962,3.98,3.3,26.5,66.5,40.64,79.35
B09228,1853,3.69,4.8,39.8,100.8,31.2,60.18
B09229,1652,3.9,3.88,38.6,100.4,33.68,66.29
B09230,513,3.52,2.53,41.1,54.1,45.56,86.64
B09231,1643,3.77,3.99,44.8,97.4,33.53,65.06
B09232,557,3.65,1.61,33.1,53.7,43.48,88.51
B09233,203,4.06,3.95,29.3,36.9,48.41,95.9
B09234,401,4.03,1.15,42.1,42.2,45.27,88.68
B09235,457,3.4,2.48,20.9,50.9,44.66,92.61
B09236,1748,4.03,1.87,49.1,97.9,32.52,60.39
B09237,766,4.08,4.72,43.5,62.2,42.14,81.95
B09238,743,3.5,1.09,45.6,56.7,43.03,83.46
